Linux 6.8.0-49-generic (samoy-pc) 	12/09/2024 	_x86_64_	(12 CPU)

12:37:47 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:38:33 PM  all   19.76    0.00    4.53   11.12    0.00    0.34    0.00    0.00    0.00   64.24
12:38:34 PM  all   19.48    0.00    4.55   11.33    0.00    0.17    0.00    0.00    0.00   64.46
12:38:35 PM  all   15.39    0.00    2.75   11.01    0.00    0.26    0.00    0.00    0.00   70.59
12:38:36 PM  all   17.32    0.00    4.37   12.09    0.00    0.17    0.00    0.00    0.00   66.04
12:38:37 PM  all    9.44    0.00    2.81   10.97    0.00    0.34    0.00    0.00    0.00   76.45
12:38:38 PM  all   13.24    0.00    3.84   10.08    0.00    0.17    0.00    0.00    0.00   72.67
12:38:39 PM  all    9.86    0.00    2.21   10.29    0.00    0.34    0.00    0.00    0.00   77.30
12:38:40 PM  all   15.84    0.00    4.11   10.79    0.00    0.17    0.00    0.00    0.00   69.09
12:38:41 PM  all   18.17    0.00    4.33   10.21    0.00    0.17    0.00    0.00    0.00   67.13
12:38:42 PM  all   13.94    0.00    4.28    9.84    0.00    0.26    0.00    0.00    0.00   71.69
12:38:43 PM  all   18.39    0.00    4.24   11.27    0.00    0.51    0.00    0.00    0.00   65.59
12:38:44 PM  all   13.30    0.00    3.58   10.40    0.00    0.17    0.00    0.00    0.00   72.55
12:38:45 PM  all   19.18    0.00    3.92   10.74    0.00    0.17    0.00    0.00    0.00   65.98
12:38:46 PM  all   13.98    0.00    3.32   10.32    0.00    0.43    0.00    0.00    0.00   71.95
12:38:47 PM  all   18.72    0.00    4.17    9.53    0.00    0.26    0.00    0.00    0.00   67.32
12:38:48 PM  all   16.38    0.00    3.92   10.32    0.00    0.26    0.00    0.00    0.00   69.11
12:38:49 PM  all   12.82    0.00    3.50   10.17    0.00    0.34    0.00    0.00    0.00   73.16
12:38:50 PM  all   12.63    0.00    3.24    9.98    0.00    0.43    0.00    0.00    0.00   73.72
12:38:51 PM  all   15.16    0.00    3.92   10.65    0.00    0.51    0.00    0.00    0.00   69.76
12:38:52 PM  all   11.47    0.00    3.31   10.54    0.00    0.34    0.00    0.00    0.00   74.34
12:38:53 PM  all   11.99    0.00    3.08   10.79    0.00    0.26    0.00    0.00    0.00   73.89
12:38:54 PM  all   12.87    0.00    2.94   10.97    0.00    0.17    0.00    0.00    0.00   73.06
12:38:55 PM  all   14.38    0.00    4.68   10.55    0.00    0.26    0.00    0.00    0.00   70.13
12:38:56 PM  all   18.70    0.09    6.78    9.52    0.00    0.43    0.00    0.00    0.00   64.49
12:38:57 PM  all    9.22    0.00    2.65   11.09    0.00    0.43    0.00    0.00    0.00   76.62
12:38:58 PM  all   11.52    0.00    3.05   11.43    0.00    0.34    0.00    0.00    0.00   73.67
12:38:59 PM  all   11.20    0.00    3.37    9.68    0.00    0.42    0.00    0.00    0.00   75.34
12:39:00 PM  all    8.78    0.00    2.47   10.66    0.00    0.17    0.00    0.00    0.00   77.92
12:39:01 PM  all   17.09    0.00    5.78   11.99    0.00    0.34    0.00    0.00    0.00   64.80
12:39:02 PM  all   12.79    0.00    2.81   11.08    0.00    0.26    0.00    0.00    0.00   73.06
12:39:03 PM  all   11.72    0.00    2.82   11.12    0.00    0.34    0.00    0.00    0.00   73.99
12:39:04 PM  all    9.75    0.00    2.91   11.04    0.00    0.26    0.00    0.00    0.00   76.05
12:39:05 PM  all    7.63    0.00    2.03   10.68    0.00    0.25    0.00    0.00    0.00   79.41
12:39:06 PM  all   11.40    0.00    2.64   11.66    0.00    0.26    0.00    0.00    0.00   74.04
12:39:07 PM  all   14.18    0.00    3.12   11.22    0.00    0.42    0.00    0.00    0.00   71.05
12:39:08 PM  all   13.54    0.00    3.98   11.08    0.00    0.34    0.00    0.00    0.00   71.07
12:39:09 PM  all   15.41    0.00    5.42    9.65    0.00    0.59    0.00    0.00    0.00   68.92
12:39:10 PM  all   15.91    0.00    2.45   11.68    0.00    0.51    0.00    0.00    0.00   69.46
12:39:11 PM  all   10.44    0.00    2.55   11.97    0.00    0.51    0.00    0.00    0.00   74.53
12:39:12 PM  all    7.34    0.00    2.31   10.08    0.00    0.17    0.00    0.00    0.00   80.10
12:39:13 PM  all   10.66    0.00    2.62   10.66    0.00    0.34    0.00    0.00    0.00   75.72
12:39:14 PM  all   10.54    0.00    2.72   11.72    0.00    0.42    0.00    0.00    0.00   74.60
12:39:15 PM  all    8.16    0.00    2.30   10.20    0.00    0.26    0.00    0.00    0.00   79.08
12:39:16 PM  all    7.09    0.00    2.45   10.38    0.00    0.25    0.00    0.00    0.00   79.83
12:39:17 PM  all    8.16    0.00    2.47   10.63    0.00    0.17    0.00    0.00    0.00   78.57
12:39:18 PM  all   10.99    0.00    2.56   10.65    0.00    0.17    0.00    0.00    0.00   75.64
12:39:19 PM  all    8.70    0.00    2.53   11.15    0.00    0.42    0.00    0.00    0.00   77.20
12:39:20 PM  all   10.32    0.00    2.22   11.08    0.00    0.34    0.00    0.00    0.00   76.04
12:39:21 PM  all   12.73    0.00    3.53   10.23    0.00    0.52    0.00    0.00    0.00   73.00
12:39:22 PM  all   11.41    0.00    3.03   10.89    0.00    0.26    0.00    0.00    0.00   74.42
12:39:23 PM  all   11.03    0.00    3.33   11.20    0.00    0.34    0.00    0.00    0.00   74.10
12:39:24 PM  all   10.58    0.00    2.73   11.60    0.00    0.34    0.00    0.00    0.00   74.74
12:39:25 PM  all   10.40    0.00    2.87   10.57    0.00    0.34    0.00    0.00    0.00   75.82
12:39:26 PM  all   10.80    0.00    2.55   11.22    0.00    0.17    0.00    0.00    0.00   75.26
12:39:27 PM  all   10.93    0.00    2.80   10.93    0.00    0.25    0.00    0.00    0.00   75.08
12:39:28 PM  all    7.56    0.00    2.72   10.54    0.00    0.17    0.00    0.00    0.00   79.01
12:39:29 PM  all   11.25    0.00    2.90   11.42    0.00    0.34    0.00    0.00    0.00   74.08
12:39:30 PM  all    8.57    0.00    2.80   11.21    0.00    0.34    0.00    0.00    0.00   77.08
12:39:31 PM  all    9.48    0.00    2.28   11.08    0.00    0.34    0.00    0.00    0.00   76.82
12:39:32 PM  all    8.06    0.00    2.46   10.18    0.00    0.17    0.00    0.00    0.00   79.13
12:39:33 PM  all   11.30    0.00    3.06   11.13    0.00    0.34    0.00    0.00    0.00   74.17
12:39:34 PM  all   10.92    0.00    2.30   11.52    0.00    0.26    0.00    0.00    0.00   75.00
12:39:35 PM  all    8.41    0.00    2.46   10.62    0.00    0.42    0.00    0.00    0.00   78.08
12:39:36 PM  all   10.21    0.00    2.55    9.79    0.00    0.43    0.00    0.00    0.00   77.02
12:39:37 PM  all   10.47    0.00    2.38   10.13    0.00    0.09    0.00    0.00    0.00   76.94
12:39:38 PM  all   12.85    0.00    2.72   11.57    0.00    0.26    0.00    0.00    0.00   72.60
12:39:39 PM  all   13.74    0.00    2.73   11.26    0.00    0.09    0.00    0.00    0.00   72.18
12:39:40 PM  all    9.24    0.00    2.74    9.75    0.00    0.34    0.00    0.00    0.00   77.93
12:39:41 PM  all   11.22    0.00    2.40   11.82    0.00    0.26    0.00    0.00    0.00   74.32
12:39:42 PM  all   16.01    0.00    4.86    8.94    0.00    0.34    0.00    0.00    0.00   69.85
12:39:43 PM  all   14.94    0.00    3.14   10.70    0.00    0.51    0.00    0.00    0.00   70.71
12:39:44 PM  all   15.88    0.00    3.19   11.13    0.00    0.00    0.00    0.00    0.00   69.80
12:39:45 PM  all   14.96    0.00    4.44   11.71    0.00    0.43    0.00    0.00    0.00   68.46
12:39:46 PM  all   20.68    0.00    5.13   10.26    0.00    0.09    0.00    0.00    0.00   63.85
12:39:47 PM  all   16.33    0.00    5.19   11.22    0.00    0.43    0.00    0.00    0.00   66.84
12:39:48 PM  all    9.91    0.00    4.83    9.74    0.00    0.42    0.00    0.00    0.00   75.11
12:39:49 PM  all   13.82    0.00    3.37   10.78    0.00    0.34    0.00    0.00    0.00   71.69
12:39:50 PM  all    6.34    0.00    2.28   12.34    0.00    0.34    0.00    0.00    0.00   78.70
12:39:51 PM  all    5.75    0.00    1.94    9.97    0.00    0.34    0.00    0.00    0.00   81.99
12:39:52 PM  all    7.54    0.00    2.29   12.20    0.00    0.34    0.00    0.00    0.00   77.63
12:39:53 PM  all    7.47    0.00    2.35   12.42    0.00    0.59    0.00    0.00    0.00   77.18
12:39:54 PM  all    8.24    0.00    1.78   10.62    0.00    0.42    0.00    0.00    0.00   78.93
12:39:55 PM  all    7.68    0.00    2.62   11.05    0.00    0.34    0.00    0.00    0.00   78.31
12:39:56 PM  all    8.50    0.00    2.21   12.06    0.00    0.59    0.00    0.00    0.00   76.64
12:39:57 PM  all    5.85    0.00    1.86   10.85    0.00    0.42    0.00    0.00    0.00   81.02
12:39:58 PM  all    9.24    0.00    2.71   11.95    0.00    0.51    0.00    0.00    0.00   75.59
12:39:59 PM  all   12.43    0.00    4.65    9.55    0.00    0.25    0.00    0.00    0.00   73.12
12:40:00 PM  all   13.59    0.00   11.01   11.95    0.00    0.34    0.00    0.00    0.00   63.11
12:40:01 PM  all   16.16    0.00   39.88   17.26    0.00    0.26    0.00    0.00    0.00   26.45
12:40:02 PM  all    7.80    0.00    3.48   12.55    0.00    0.42    0.00    0.00    0.00   75.74
12:40:03 PM  all   11.40    0.00    3.83   12.94    0.00    0.43    0.00    0.00    0.00   71.40
12:40:04 PM  all    9.09    0.00    5.44   10.96    0.00    0.51    0.00    0.00    0.00   74.00
12:40:05 PM  all    9.25    0.00    7.97   13.02    0.00    0.26    0.00    0.00    0.00   69.49
12:40:06 PM  all   10.32    0.00   13.82   16.72    0.00    0.17    0.00    0.00    0.00   58.96
12:40:07 PM  all    8.81    0.00   15.92   18.46    0.00    0.59    0.00    0.00    0.00   56.22
12:40:08 PM  all   12.26    0.00   13.45   16.00    0.00    0.51    0.00    0.00    0.00   57.79
12:40:09 PM  all   14.47    0.00   12.43   12.51    0.00    0.34    0.00    0.00    0.00   60.26
12:40:10 PM  all   16.67    0.00   23.81   11.90    0.00    0.26    0.00    0.00    0.00   47.36
12:40:11 PM  all    8.63    0.00    7.61   11.68    0.00    0.76    0.00    0.00    0.00   71.32
12:40:12 PM  all    8.30    0.00    3.22   11.35    0.00    0.34    0.00    0.00    0.00   76.80
12:40:13 PM  all   12.61    0.00    4.71   11.18    0.00    0.34    0.00    0.00    0.00   71.18
12:40:14 PM  all   25.91    0.00    8.98   10.67    0.00    0.34    0.00    0.00    0.00   54.11
12:40:15 PM  all   14.85    0.00    4.53   10.65    0.00    0.34    0.00    0.00    0.00   69.63
12:40:16 PM  all   16.64    0.00    4.37   11.23    0.00    0.09    0.00    0.00    0.00   67.67
12:40:17 PM  all   14.15    0.00    3.24   11.17    0.00    0.26    0.00    0.00    0.00   71.18
12:40:18 PM  all   13.62    0.00    2.98   11.23    0.00    0.09    0.00    0.00    0.00   72.09
12:40:19 PM  all   14.65    0.00    3.17   10.97    0.00    0.26    0.00    0.00    0.00   70.95
12:40:20 PM  all   13.00    0.00    3.08   11.04    0.00    0.17    0.00    0.00    0.00   72.71
12:40:21 PM  all   15.00    0.00    3.28   11.21    0.00    0.26    0.00    0.00    0.00   70.26
12:40:22 PM  all   14.62    0.00    3.42   10.26    0.00    0.26    0.00    0.00    0.00   71.45
12:40:23 PM  all   12.60    0.00    2.89   11.06    0.00    0.26    0.00    0.00    0.00   73.19
12:40:24 PM  all   15.07    0.00    3.00   11.04    0.00    0.09    0.00    0.00    0.00   70.80
12:40:25 PM  all   13.38    0.00    2.92   10.21    0.00    0.09    0.00    0.00    0.00   73.41
12:40:26 PM  all    8.06    0.00    1.53   12.89    0.00    0.42    0.00    0.00    0.00   77.10
12:40:27 PM  all    5.25    0.00    2.12   11.36    0.00    0.25    0.00    0.00    0.00   81.02
12:40:28 PM  all    9.00    0.00    2.38   11.46    0.00    0.17    0.00    0.00    0.00   76.99
12:40:29 PM  all    9.87    0.00    2.70   10.63    0.00    0.51    0.00    0.00    0.00   76.29
12:40:30 PM  all    8.35    0.00    2.21   10.73    0.00    0.26    0.00    0.00    0.00   78.45
12:40:31 PM  all   12.33    0.00    3.66   10.54    0.00    0.17    0.00    0.00    0.00   73.30
12:40:32 PM  all   11.77    0.00    3.20   11.27    0.00    0.25    0.00    0.00    0.00   73.51
12:40:33 PM  all   11.99    0.00    2.72   11.05    0.00    0.17    0.00    0.00    0.00   74.06
12:40:34 PM  all    9.24    0.00    2.77   11.68    0.00    0.59    0.00    0.00    0.00   75.71
12:40:35 PM  all   10.92    0.00    2.58   11.01    0.00    0.26    0.00    0.00    0.00   75.24
12:40:36 PM  all   10.82    0.00    2.47   10.56    0.00    0.34    0.00    0.00    0.00   75.81
12:40:37 PM  all   12.41    0.00    2.89   11.39    0.00    0.26    0.00    0.00    0.00   73.04
12:40:38 PM  all   13.99    0.00    2.65   10.15    0.00    0.34    0.00    0.00    0.00   72.87
12:40:39 PM  all    8.91    0.00    2.63   10.77    0.00    0.34    0.00    0.00    0.00   77.35
12:40:40 PM  all    9.37    0.00    3.15   10.31    0.00    0.26    0.00    0.00    0.00   76.92
12:40:41 PM  all   12.77    0.00    2.89   12.09    0.00    0.51    0.00    0.00    0.00   71.74
12:40:42 PM  all   12.48    0.00    2.91   11.37    0.00    0.43    0.00    0.00    0.00   72.82
12:40:43 PM  all    7.66    0.00    2.30   10.47    0.00    0.34    0.00    0.00    0.00   79.23
12:40:44 PM  all   10.53    0.00    2.72   10.44    0.00    0.34    0.00    0.00    0.00   75.98
12:40:45 PM  all   11.65    0.00    2.55   12.50    0.00    0.34    0.00    0.00    0.00   72.96
12:40:46 PM  all   10.59    0.00    2.82   10.50    0.00    0.34    0.00    0.00    0.00   75.75
12:40:47 PM  all   11.61    0.00    2.20   11.19    0.00    0.42    0.00    0.00    0.00   74.58
12:40:48 PM  all   12.65    0.00    2.97   11.04    0.00    0.08    0.00    0.00    0.00   73.26
12:40:49 PM  all    7.85    0.00    2.05   11.26    0.00    0.17    0.00    0.00    0.00   78.67
12:40:50 PM  all   10.78    0.00    2.97   11.80    0.00    0.68    0.00    0.00    0.00   73.77
12:40:51 PM  all    9.12    0.00    2.47   10.91    0.00    0.26    0.00    0.00    0.00   77.24
12:40:52 PM  all   10.69    0.00    2.71   11.79    0.00    0.17    0.00    0.00    0.00   74.64
12:40:53 PM  all   10.17    0.00    2.54   11.27    0.00    0.25    0.00    0.00    0.00   75.76
12:40:54 PM  all   10.18    0.00    3.05   11.11    0.00    0.34    0.00    0.00    0.00   75.32
12:40:55 PM  all   10.38    0.00    2.36   10.97    0.00    0.25    0.00    0.00    0.00   76.03
12:40:56 PM  all    9.44    0.00    2.47   10.80    0.00    0.17    0.00    0.00    0.00   77.13
12:40:57 PM  all   10.26    0.00    2.78   11.61    0.00    0.59    0.00    0.00    0.00   74.77
12:40:58 PM  all    8.16    0.00    2.55   11.14    0.00    0.17    0.00    0.00    0.00   77.98
12:40:59 PM  all    5.91    0.00    2.19   10.89    0.00    0.25    0.00    0.00    0.00   80.76
12:41:00 PM  all    8.25    0.09    2.30   11.05    0.00    0.17    0.00    0.00    0.00   78.15
12:41:01 PM  all    8.94    0.00    2.30   10.72    0.00    0.43    0.00    0.00    0.00   77.62
12:41:02 PM  all   10.35    0.00    2.48   11.55    0.00    0.17    0.00    0.00    0.00   75.45
12:41:03 PM  all   10.84    0.00    2.65   11.26    0.00    0.17    0.00    0.00    0.00   75.09
12:41:04 PM  all   10.18    0.00    2.54   10.94    0.00    0.51    0.00    0.00    0.00   75.83
12:41:05 PM  all    4.83    0.00    1.61    9.50    0.00    0.34    0.00    0.00    0.00   83.72
12:41:06 PM  all    9.44    0.00    2.58   11.76    0.00    0.09    0.00    0.00    0.00   76.14
12:41:07 PM  all    9.81    0.00    2.56   11.26    0.00    0.51    0.00    0.00    0.00   75.85
12:41:08 PM  all   10.07    0.00    2.65   11.60    0.00    0.60    0.00    0.00    0.00   75.09
12:41:09 PM  all    9.50    0.00    3.05   10.60    0.00    0.34    0.00    0.00    0.00   76.51
12:41:10 PM  all   10.00    0.00    2.63   11.02    0.00    0.17    0.00    0.00    0.00   76.19
12:41:11 PM  all   11.18    0.00    2.24   11.52    0.00    0.26    0.00    0.00    0.00   74.81
12:41:12 PM  all    8.33    0.00    2.19   10.10    0.00    0.34    0.00    0.00    0.00   79.04
12:41:13 PM  all    9.90    0.00    2.22   11.18    0.00    0.09    0.00    0.00    0.00   76.62
12:41:14 PM  all   10.30    0.00    2.55   11.40    0.00    0.26    0.00    0.00    0.00   75.49
12:41:15 PM  all    7.20    0.08    1.95   10.42    0.00    0.42    0.00    0.00    0.00   79.92
12:41:16 PM  all    8.56    0.00    2.29   10.51    0.00    0.42    0.00    0.00    0.00   78.22
12:41:17 PM  all   11.85    0.00    2.64   11.42    0.00    0.17    0.00    0.00    0.00   73.91
12:41:18 PM  all   11.21    0.00    2.95   10.96    0.00    0.25    0.00    0.00    0.00   74.62
12:41:19 PM  all   11.15    0.00    2.70   11.40    0.00    0.34    0.00    0.00    0.00   74.41
12:41:20 PM  all   11.21    0.00    3.23   11.29    0.00    0.51    0.00    0.00    0.00   73.77
12:41:21 PM  all    8.47    0.00    2.12    9.91    0.00    0.25    0.00    0.00    0.00   79.25
12:41:22 PM  all    9.00    0.00    2.55    9.85    0.00    0.25    0.00    0.00    0.00   78.35
12:41:23 PM  all   13.05    0.00    2.73   11.86    0.00    0.43    0.00    0.00    0.00   71.93
12:41:24 PM  all   10.06    0.00    2.81   11.08    0.00    0.34    0.00    0.00    0.00   75.70
12:41:25 PM  all   11.23    0.00    2.38   11.57    0.00    0.43    0.00    0.00    0.00   74.38
12:41:26 PM  all   10.85    0.00    2.88   11.69    0.00    0.25    0.00    0.00    0.00   74.32
12:41:27 PM  all   12.18    0.00    2.73   11.84    0.00    0.34    0.00    0.00    0.00   72.91
12:41:28 PM  all    9.66    0.00    2.74   11.71    0.00    0.17    0.00    0.00    0.00   75.73
12:41:29 PM  all    8.26    0.00    2.38   11.06    0.00    0.34    0.00    0.00    0.00   77.96
12:41:30 PM  all    8.06    0.00    2.21   10.36    0.00    0.25    0.00    0.00    0.00   79.12
12:41:31 PM  all    9.27    0.00    2.30   11.14    0.00    0.17    0.00    0.00    0.00   77.13
12:41:32 PM  all    7.71    0.00    2.29   10.75    0.00    0.25    0.00    0.00    0.00   79.00
12:41:33 PM  all    9.58    0.00    2.88   11.45    0.00    0.34    0.00    0.00    0.00   75.74
12:41:34 PM  all   11.19    0.00    2.31   10.93    0.00    0.26    0.00    0.00    0.00   75.32
12:41:35 PM  all   10.20    0.00    2.55   11.05    0.00    0.17    0.00    0.00    0.00   76.04
12:41:36 PM  all    7.60    0.00    2.36   10.39    0.00    0.42    0.00    0.00    0.00   79.22
12:41:37 PM  all   10.33    0.00    2.56   11.36    0.00    0.26    0.00    0.00    0.00   75.49
12:41:38 PM  all   14.76    0.00    2.54   11.87    0.00    0.51    0.00    0.00    0.00   70.31
12:41:39 PM  all   11.58    0.00    2.98   11.41    0.00    0.43    0.00    0.00    0.00   73.59
12:41:40 PM  all    9.76    0.00    3.20   11.03    0.00    0.42    0.00    0.00    0.00   75.59
12:41:41 PM  all    9.63    0.00    2.47   10.82    0.00    0.17    0.00    0.00    0.00   76.92
12:41:42 PM  all    8.73    0.00    2.63   11.19    0.00    0.25    0.00    0.00    0.00   77.20
12:41:43 PM  all    8.52    0.00    2.47   10.82    0.00    0.17    0.00    0.00    0.00   78.02
12:41:44 PM  all    9.17    0.00    2.12   10.27    0.00    0.25    0.00    0.00    0.00   78.18
12:41:45 PM  all    8.88    0.00    2.20   10.40    0.00    0.08    0.00    0.00    0.00   78.44
12:41:46 PM  all    9.97    0.00    2.64   11.34    0.00    0.60    0.00    0.00    0.00   75.45
12:41:47 PM  all    9.78    0.00    1.85   11.05    0.00    0.59    0.00    0.00    0.00   76.73
12:41:48 PM  all    9.58    0.00    2.88   11.19    0.00    0.34    0.00    0.00    0.00   76.02
12:41:49 PM  all   10.79    0.00    2.38   11.38    0.00    0.34    0.00    0.00    0.00   75.11
12:41:50 PM  all    6.87    0.00    2.21   10.43    0.00    0.34    0.00    0.00    0.00   80.15
12:41:51 PM  all    8.38    0.00    2.37   10.32    0.00    0.25    0.00    0.00    0.00   78.68
12:41:52 PM  all   10.88    0.00    2.80   10.79    0.00    0.25    0.00    0.00    0.00   75.28
12:41:53 PM  all   12.71    0.00    1.96   11.18    0.00    0.26    0.00    0.00    0.00   73.89
12:41:54 PM  all   10.05    0.00    2.96   11.66    0.00    0.34    0.00    0.00    0.00   75.00
12:41:55 PM  all   11.65    0.00    2.30   11.39    0.00    0.26    0.00    0.00    0.00   74.40
12:41:56 PM  all    8.22    0.00    2.54   10.51    0.00    0.25    0.00    0.00    0.00   78.47
12:41:57 PM  all    8.57    0.00    2.38   10.61    0.00    0.25    0.00    0.00    0.00   78.18
12:41:58 PM  all    9.92    0.00    2.63   11.27    0.00    0.59    0.00    0.00    0.00   75.59
12:41:59 PM  all    9.68    0.00    2.29   10.78    0.00    0.34    0.00    0.00    0.00   76.91
12:42:00 PM  all    9.72    0.00    2.39   11.34    0.00    0.34    0.00    0.00    0.00   76.21
12:42:01 PM  all   10.58    0.00    2.54   10.08    0.00    0.25    0.00    0.00    0.00   76.55
12:42:02 PM  all    9.41    0.00    2.37   11.20    0.00    0.42    0.00    0.00    0.00   76.59
12:42:03 PM  all   12.21    0.00    3.07   11.19    0.00    0.26    0.00    0.00    0.00   73.27
12:42:04 PM  all   12.04    0.00    2.71   10.35    0.00    0.34    0.00    0.00    0.00   74.55
12:42:05 PM  all   12.24    0.00    2.64   11.05    0.00    0.34    0.00    0.00    0.00   73.72
12:42:06 PM  all   10.62    0.00    2.29   11.30    0.00    0.25    0.00    0.00    0.00   75.53
12:42:07 PM  all   11.76    0.00    2.73   10.14    0.00    0.34    0.00    0.00    0.00   75.02
12:42:08 PM  all    9.36    0.00    2.21   10.81    0.00    0.17    0.00    0.00    0.00   77.45
12:42:09 PM  all   11.32    0.00    2.72   10.81    0.00    0.43    0.00    0.00    0.00   74.72
12:42:10 PM  all   13.05    0.00    2.95   11.70    0.00    0.42    0.00    0.00    0.00   71.89
12:42:11 PM  all   10.09    0.00    2.65   10.01    0.00    0.34    0.00    0.00    0.00   76.90
12:42:12 PM  all   14.25    0.00    2.87   10.62    0.00    0.25    0.00    0.00    0.00   72.01
12:42:13 PM  all   10.82    0.00    2.90   10.90    0.00    0.34    0.00    0.00    0.00   75.04
12:42:14 PM  all   13.81    0.00    2.90   11.51    0.00    0.34    0.00    0.00    0.00   71.44
12:42:15 PM  all   11.91    0.00    2.64   11.23    0.00    0.34    0.00    0.00    0.00   73.87
12:42:16 PM  all   12.55    0.00    2.73   11.02    0.00    0.26    0.00    0.00    0.00   73.44
12:42:17 PM  all   14.08    0.00    2.97   11.62    0.00    0.42    0.00    0.00    0.00   70.91
