Linux 6.8.0-49-generic (samoy-pc) 	12/09/2024 	_x86_64_	(12 CPU)

01:40:59 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:56:08 PM  all   17.01    0.00    4.57   10.41    0.00    0.25    0.00    0.00    0.00   67.77
01:56:09 PM  all   15.73    0.00    3.63   10.54    0.00    0.09    0.00    0.00    0.00   70.01
01:56:10 PM  all   17.76    0.00    3.88   10.34    0.00    0.17    0.00    0.00    0.00   67.84
01:56:11 PM  all   17.27    0.00    4.21   11.08    0.00    0.17    0.00    0.00    0.00   67.27
01:56:12 PM  all   14.91    0.00    3.86   10.20    0.00    0.00    0.00    0.00    0.00   71.04
01:56:13 PM  all   16.17    0.00    4.09   10.55    0.00    0.43    0.00    0.00    0.00   68.77
01:56:14 PM  all   20.67    0.00    4.44   10.50    0.00    0.26    0.00    0.00    0.00   64.13
01:56:15 PM  all   14.35    0.00    3.59   10.25    0.00    0.26    0.00    0.00    0.00   71.56
01:56:16 PM  all   16.51    0.09    4.19   10.61    0.00    0.26    0.00    0.00    0.00   68.35
01:56:17 PM  all   14.94    0.00    4.27   10.16    0.00    0.17    0.00    0.00    0.00   70.45
01:56:18 PM  all   14.74    0.00    3.41    9.88    0.00    0.34    0.00    0.00    0.00   71.64
01:56:19 PM  all   13.07    0.00    4.18    9.39    0.00    0.17    0.00    0.00    0.00   73.19
01:56:20 PM  all   15.25    0.00    4.20   10.20    0.00    0.09    0.00    0.00    0.00   70.27
01:56:21 PM  all   15.50    0.00    4.28    9.76    0.00    0.34    0.00    0.00    0.00   70.12
01:56:22 PM  all   14.84    0.00    3.69   10.03    0.00    0.09    0.00    0.00    0.00   71.36
01:56:23 PM  all   16.80    0.00    4.11   10.11    0.00    0.09    0.00    0.00    0.00   68.89
01:56:24 PM  all   14.96    0.00    3.44    9.63    0.00    0.09    0.00    0.00    0.00   71.88
01:56:25 PM  all   16.78    0.00    4.17   10.22    0.00    0.09    0.00    0.00    0.00   68.74
01:56:26 PM  all   19.06    0.00    4.60   10.38    0.00    0.09    0.00    0.00    0.00   65.87
01:56:27 PM  all   16.71    0.00    4.80   10.54    0.00    0.17    0.00    0.00    0.00   67.78
01:56:28 PM  all   15.27    0.00    3.77   10.55    0.00    0.17    0.00    0.00    0.00   70.24
01:56:29 PM  all   15.33    0.00    3.96   10.77    0.00    0.17    0.00    0.00    0.00   69.77
01:56:30 PM  all   16.99    0.00    4.25   10.62    0.00    0.08    0.00    0.00    0.00   68.05
01:56:31 PM  all   13.69    0.00    4.08   10.03    0.00    0.17    0.00    0.00    0.00   72.02
01:56:32 PM  all   16.27    0.00    4.13   10.67    0.00    0.26    0.00    0.00    0.00   68.67
01:56:33 PM  all   13.28    0.00    3.40    9.87    0.00    0.17    0.00    0.00    0.00   73.28
01:56:34 PM  all   13.77    0.00    3.93   10.44    0.00    0.17    0.00    0.00    0.00   71.69
01:56:35 PM  all   13.25    0.00    3.42   10.09    0.00    0.09    0.00    0.00    0.00   73.16
01:56:36 PM  all   14.74    0.00    4.26   10.31    0.00    0.17    0.00    0.00    0.00   70.53
01:56:37 PM  all   14.29    0.00    3.91    9.52    0.00    0.26    0.00    0.00    0.00   72.02
01:56:38 PM  all   19.74    0.00    4.22   10.78    0.00    0.09    0.00    0.00    0.00   65.17
01:56:39 PM  all   14.22    0.00    3.58   10.39    0.00    0.09    0.00    0.00    0.00   71.72
01:56:40 PM  all   15.44    0.00    3.50    9.81    0.00    0.09    0.00    0.00    0.00   71.16
01:56:41 PM  all   14.48    0.00    3.53   11.29    0.00    0.09    0.00    0.00    0.00   70.60
01:56:42 PM  all   15.65    0.00    4.51   10.37    0.00    0.26    0.00    0.00    0.00   69.22
01:56:43 PM  all   13.52    0.00    3.51    9.84    0.00    0.26    0.00    0.00    0.00   72.88
01:56:44 PM  all   14.64    0.00    3.68   10.53    0.00    0.17    0.00    0.00    0.00   70.98
01:56:45 PM  all   14.22    0.00    3.75   10.22    0.00    0.17    0.00    0.00    0.00   71.64
01:56:46 PM  all   13.89    0.00    3.60    9.78    0.00    0.26    0.00    0.00    0.00   72.47
01:56:47 PM  all   15.65    0.00    4.36   10.78    0.00    0.09    0.00    0.00    0.00   69.12
01:56:48 PM  all   18.64    0.00    4.14   10.35    0.00    0.09    0.00    0.00    0.00   66.78
01:56:49 PM  all   15.16    0.00    4.26   10.31    0.00    0.26    0.00    0.00    0.00   70.02
01:56:50 PM  all   19.59    0.00    3.85    9.41    0.00    0.17    0.00    0.00    0.00   66.98
01:56:51 PM  all   16.24    0.00    4.47   10.65    0.00    0.09    0.00    0.00    0.00   68.56
01:56:52 PM  all   15.85    0.00    4.03   10.45    0.00    0.17    0.00    0.00    0.00   69.49
01:56:53 PM  all   16.55    0.00    3.95   10.38    0.00    0.09    0.00    0.00    0.00   69.04
01:56:54 PM  all   14.90    0.00    4.02    9.76    0.00    0.26    0.00    0.00    0.00   71.06
01:56:55 PM  all   16.11    0.00    4.09   10.40    0.00    0.17    0.00    0.00    0.00   69.22
01:56:56 PM  all   18.54    0.00    4.17    9.27    0.00    0.09    0.00    0.00    0.00   67.94
01:56:57 PM  all   12.38    0.00    3.93   10.50    0.00    0.26    0.00    0.00    0.00   72.93
01:56:58 PM  all   14.64    0.00    3.49   10.04    0.00    0.17    0.00    0.00    0.00   71.66
01:56:59 PM  all   15.03    0.00    4.10   10.33    0.00    0.26    0.00    0.00    0.00   70.28
01:57:00 PM  all   15.29    0.00    3.78    9.97    0.00    0.09    0.00    0.00    0.00   70.88
01:57:01 PM  all   14.75    0.00    3.43   10.21    0.00    0.17    0.00    0.00    0.00   71.44
01:57:02 PM  all   15.43    0.00    4.22   10.26    0.00    0.09    0.00    0.00    0.00   70.00
01:57:03 PM  all   15.27    0.00    4.12    9.86    0.00    0.09    0.00    0.00    0.00   70.67
01:57:04 PM  all   16.00    0.00    4.26   10.72    0.00    0.17    0.00    0.00    0.00   68.85
01:57:05 PM  all   16.87    0.00    3.83   10.31    0.00    0.17    0.00    0.00    0.00   68.82
01:57:06 PM  all   14.09    0.00    3.87    9.62    0.00    0.17    0.00    0.00    0.00   72.25
01:57:07 PM  all   14.55    0.00    3.74   10.21    0.00    0.09    0.00    0.00    0.00   71.40
01:57:08 PM  all   15.82    0.00    4.30   10.66    0.00    0.17    0.00    0.00    0.00   69.05
01:57:09 PM  all   16.54    0.00    4.26   10.49    0.00    0.17    0.00    0.00    0.00   68.54
01:57:10 PM  all   16.54    0.00    4.60   10.57    0.00    0.09    0.00    0.00    0.00   68.20
01:57:11 PM  all   20.43    0.00    4.64    9.87    0.00    0.09    0.00    0.00    0.00   64.98
01:57:12 PM  all   14.70    0.00    4.30    9.89    0.00    0.26    0.00    0.00    0.00   70.85
01:57:13 PM  all   16.85    0.00    4.36   10.44    0.00    0.17    0.00    0.00    0.00   68.18
01:57:14 PM  all   16.65    0.00    4.29   10.82    0.00    0.17    0.00    0.00    0.00   68.07
01:57:15 PM  all   13.48    0.00    3.43   10.04    0.00    0.17    0.00    0.00    0.00   72.88
01:57:16 PM  all   16.68    0.00    4.13   10.06    0.00    0.09    0.00    0.00    0.00   69.05
01:57:17 PM  all   14.65    0.00    3.68   10.11    0.00    0.17    0.00    0.00    0.00   71.38
01:57:18 PM  all   12.99    0.00    3.68    9.83    0.00    0.17    0.00    0.00    0.00   73.33
01:57:19 PM  all   14.18    0.00    5.04   10.16    0.00    0.09    0.00    0.00    0.00   70.54
01:57:20 PM  all   13.86    0.00    3.61   10.07    0.00    0.00    0.00    0.00    0.00   72.46
01:57:21 PM  all   16.85    0.09    4.60   10.04    0.00    0.26    0.00    0.00    0.00   68.17
01:57:22 PM  all   15.00    0.00    3.94   10.03    0.00    0.17    0.00    0.00    0.00   70.87
01:57:23 PM  all   18.10    0.00    3.71   10.60    0.00    0.09    0.00    0.00    0.00   67.50
01:57:24 PM  all   15.09    0.00    3.95   10.12    0.00    0.09    0.00    0.00    0.00   70.75
01:57:25 PM  all   15.75    0.09    3.61   10.33    0.00    0.17    0.00    0.00    0.00   70.05
01:57:26 PM  all   14.05    0.00    4.17    9.97    0.00    0.34    0.00    0.00    0.00   71.47
01:57:27 PM  all   15.31    0.00    3.91    9.95    0.00    0.26    0.00    0.00    0.00   70.58
01:57:28 PM  all   14.81    0.00    3.70   10.16    0.00    0.17    0.00    0.00    0.00   71.15
01:57:29 PM  all   14.63    0.00    4.02   10.52    0.00    0.09    0.00    0.00    0.00   70.74
01:57:30 PM  all   15.46    0.00    4.01   10.50    0.00    0.26    0.00    0.00    0.00   69.77
01:57:31 PM  all   13.49    0.00    3.84    9.99    0.00    0.34    0.00    0.00    0.00   72.33
01:57:32 PM  all   15.15    0.00    3.83   10.47    0.00    0.34    0.00    0.00    0.00   70.21
01:57:33 PM  all   15.27    0.00    4.10   10.41    0.00    0.26    0.00    0.00    0.00   69.97
01:57:34 PM  all   16.99    0.00    4.01   10.25    0.00    0.09    0.00    0.00    0.00   68.66
01:57:35 PM  all   17.60    0.00    4.48   10.41    0.00    0.25    0.00    0.00    0.00   67.26
01:57:36 PM  all   17.31    0.00    3.94    9.94    0.00    0.34    0.00    0.00    0.00   68.47
01:57:37 PM  all   17.44    0.00    4.02   10.34    0.00    0.17    0.00    0.00    0.00   68.03
01:57:38 PM  all   17.07    0.00    4.46   10.29    0.00    0.09    0.00    0.00    0.00   68.10
01:57:39 PM  all   18.17    0.00    3.94   10.54    0.00    0.00    0.00    0.00    0.00   67.35
01:57:40 PM  all   15.51    0.00    4.11    9.60    0.00    0.17    0.00    0.00    0.00   70.61
01:57:41 PM  all   15.41    0.00    3.94   10.45    0.00    0.17    0.00    0.00    0.00   70.03
01:57:42 PM  all   16.24    0.00    4.21   10.74    0.00    0.17    0.00    0.00    0.00   68.64
01:57:43 PM  all   14.80    0.00    3.70   10.15    0.00    0.09    0.00    0.00    0.00   71.26
01:57:44 PM  all   14.96    0.00    4.02   10.60    0.00    0.09    0.00    0.00    0.00   70.34
01:57:45 PM  all   14.67    0.00    3.95   10.89    0.00    0.09    0.00    0.00    0.00   70.41
01:57:46 PM  all   12.97    0.00    3.33    9.39    0.00    0.51    0.00    0.00    0.00   73.81
01:57:47 PM  all    6.42    0.00    2.79   10.39    0.00    0.42    0.00    0.00    0.00   79.98
01:57:48 PM  all   10.86    0.00    3.51   10.09    0.00    0.34    0.00    0.00    0.00   75.19
01:57:49 PM  all   12.14    0.00    3.42    9.66    0.00    0.09    0.00    0.00    0.00   74.70
01:57:50 PM  all   14.01    0.00    3.76   10.59    0.00    0.17    0.00    0.00    0.00   71.48
01:57:51 PM  all   12.83    0.00    4.11   10.01    0.00    0.17    0.00    0.00    0.00   72.88
01:57:52 PM  all   14.35    0.00    3.93   10.59    0.00    0.17    0.00    0.00    0.00   70.96
01:57:53 PM  all   14.10    0.00    4.02   10.77    0.00    0.17    0.00    0.00    0.00   70.94
01:57:54 PM  all   15.66    0.00    3.91   10.64    0.00    0.17    0.00    0.00    0.00   69.62
01:57:55 PM  all   14.90    0.00    3.79   10.51    0.00    0.09    0.00    0.00    0.00   70.71
01:57:56 PM  all   15.87    0.00    4.01   10.75    0.00    0.17    0.00    0.00    0.00   69.20
01:57:57 PM  all   15.11    0.00    4.38   10.13    0.00    0.17    0.00    0.00    0.00   70.21
01:57:58 PM  all   17.96    0.00    4.70   10.01    0.00    0.17    0.00    0.00    0.00   67.15
01:57:59 PM  all   12.20    0.00    5.12    9.04    0.00    0.43    0.00    0.00    0.00   73.21
01:58:00 PM  all   14.67    0.00    3.60   10.29    0.00    0.09    0.00    0.00    0.00   71.36
01:58:01 PM  all   14.04    0.00    4.11   10.02    0.00    0.17    0.00    0.00    0.00   71.66
01:58:02 PM  all   16.28    0.00    3.84   10.14    0.00    0.26    0.00    0.00    0.00   69.48
01:58:03 PM  all   13.67    0.00    3.61    9.63    0.00    0.17    0.00    0.00    0.00   72.91
01:58:04 PM  all   14.31    0.00    3.75    9.88    0.00    0.17    0.00    0.00    0.00   71.89
01:58:05 PM  all   12.28    0.00    3.32   10.91    0.00    0.26    0.00    0.00    0.00   73.23
01:58:06 PM  all    9.58    0.00    3.31    9.75    0.00    0.25    0.00    0.00    0.00   77.12
01:58:07 PM  all   12.06    0.00    3.17   12.57    0.00    0.34    0.00    0.00    0.00   71.86
01:58:08 PM  all   15.37    0.00    3.67   11.96    0.00    0.17    0.00    0.00    0.00   68.83
01:58:09 PM  all   12.31    0.00    3.37    9.87    0.00    0.34    0.00    0.00    0.00   74.11
01:58:10 PM  all    9.21    0.00    2.98   10.74    0.00    0.68    0.00    0.00    0.00   76.39
01:58:11 PM  all    9.62    0.00    3.04   10.46    0.00    0.34    0.00    0.00    0.00   76.54
01:58:12 PM  all   12.84    0.00    3.49   11.31    0.00    0.17    0.00    0.00    0.00   72.19
01:58:13 PM  all   11.53    0.00    3.31   10.68    0.00    0.34    0.00    0.00    0.00   74.15
01:58:14 PM  all    9.96    0.00    3.06   11.23    0.00    0.34    0.00    0.00    0.00   75.40
01:58:15 PM  all   12.19    0.00    3.22   10.33    0.00    0.34    0.00    0.00    0.00   73.92
01:58:16 PM  all   10.51    0.00    3.47   10.34    0.00    0.17    0.00    0.00    0.00   75.51
01:58:17 PM  all   10.20    0.00    2.98   11.31    0.00    0.43    0.00    0.00    0.00   75.09
01:58:18 PM  all   10.32    0.00    3.24   11.76    0.00    0.17    0.00    0.00    0.00   74.51
01:58:19 PM  all   12.14    0.00    2.97   10.53    0.00    0.34    0.00    0.00    0.00   74.02
01:58:20 PM  all    9.82    0.00    2.88   11.35    0.00    0.42    0.00    0.00    0.00   75.53
01:58:21 PM  all   12.05    0.00    2.99   11.20    0.00    0.34    0.00    0.00    0.00   73.42
01:58:22 PM  all   10.75    0.00    3.33   11.09    0.00    0.09    0.00    0.00    0.00   74.74
01:58:23 PM  all    8.85    0.00    2.89   11.06    0.00    0.51    0.00    0.00    0.00   76.68
01:58:24 PM  all    7.54    0.00    2.97   10.76    0.00    0.51    0.00    0.00    0.00   78.22
01:58:25 PM  all    7.61    0.00    3.04   10.82    0.00    0.42    0.00    0.00    0.00   78.11
01:58:26 PM  all    9.08    0.00    2.29   11.97    0.00    0.42    0.00    0.00    0.00   76.23
01:58:27 PM  all    6.23    0.00    2.78   10.45    0.00    0.67    0.00    0.00    0.00   79.87
01:58:28 PM  all    7.46    0.00    2.54   11.69    0.00    0.25    0.00    0.00    0.00   78.05
01:58:29 PM  all    5.41    0.00    2.79   10.57    0.00    0.34    0.00    0.00    0.00   80.90
01:58:30 PM  all   11.12    0.00    2.63   11.54    0.00    0.51    0.00    0.00    0.00   74.19
01:58:31 PM  all   12.27    0.00    3.05   10.49    0.00    0.51    0.00    0.00    0.00   73.69
01:58:32 PM  all   12.96    0.00    2.95   10.61    0.00    0.51    0.00    0.00    0.00   72.98
01:58:33 PM  all    8.98    0.00    2.80   13.14    0.00    0.42    0.00    0.00    0.00   74.66
01:58:34 PM  all    5.33    0.00    2.54    9.81    0.00    0.68    0.00    0.00    0.00   81.66
01:58:35 PM  all   10.91    0.00    3.72   11.00    0.00    0.25    0.00    0.00    0.00   74.11
01:58:36 PM  all   10.43    0.00    3.25   10.00    0.00    0.26    0.00    0.00    0.00   76.07
01:58:37 PM  all   12.77    0.00    3.32   11.91    0.00    0.34    0.00    0.00    0.00   71.66
01:58:38 PM  all   12.26    0.00    2.81   11.83    0.00    0.43    0.00    0.00    0.00   72.68
01:58:39 PM  all    9.01    0.00    2.47   10.97    0.00    0.43    0.00    0.00    0.00   77.13
01:58:40 PM  all   10.25    0.00    3.50   11.27    0.00    0.26    0.00    0.00    0.00   74.72
01:58:41 PM  all   11.94    0.00    3.24   11.08    0.00    0.17    0.00    0.00    0.00   73.57
01:58:42 PM  all   10.91    0.00    2.88   10.58    0.00    0.25    0.00    0.00    0.00   75.38
01:58:43 PM  all   13.60    0.00    3.63   10.30    0.00    0.59    0.00    0.00    0.00   71.88
01:58:44 PM  all   11.68    0.00    3.58   11.25    0.00    0.09    0.00    0.00    0.00   73.40
01:58:45 PM  all   10.85    0.00    3.08   11.03    0.00    0.17    0.00    0.00    0.00   74.87
01:58:46 PM  all    9.79    0.00    3.49   10.13    0.00    0.26    0.00    0.00    0.00   76.34
01:58:47 PM  all   10.40    0.00    2.90   10.23    0.00    0.26    0.00    0.00    0.00   76.21
01:58:48 PM  all    9.81    0.00    3.24   10.75    0.00    0.51    0.00    0.00    0.00   75.68
01:58:49 PM  all   10.23    0.00    2.81   11.08    0.00    0.60    0.00    0.00    0.00   75.28
01:58:50 PM  all   10.20    0.00    3.31   11.05    0.00    0.25    0.00    0.00    0.00   75.19
01:58:51 PM  all   11.14    0.00    3.06   11.56    0.00    0.17    0.00    0.00    0.00   74.06
01:58:52 PM  all   12.01    0.00    3.41   11.50    0.00    0.34    0.00    0.00    0.00   72.74
01:58:53 PM  all   11.16    0.00    2.58   11.50    0.00    0.26    0.00    0.00    0.00   74.51
01:58:54 PM  all   11.68    0.00    3.58   11.59    0.00    0.34    0.00    0.00    0.00   72.80
01:58:55 PM  all   16.82    0.00    3.84    9.74    0.00    0.17    0.00    0.00    0.00   69.43
01:58:56 PM  all   14.99    0.00    3.92   10.39    0.00    0.17    0.00    0.00    0.00   70.53
01:58:57 PM  all   15.09    0.00    4.01    9.89    0.00    0.17    0.00    0.00    0.00   70.84
01:58:58 PM  all   14.51    0.00    3.52   10.13    0.00    0.00    0.00    0.00    0.00   71.85
01:58:59 PM  all   14.64    0.00    3.40   10.38    0.00    0.26    0.00    0.00    0.00   71.32
01:59:00 PM  all   14.33    0.00    3.65   10.26    0.00    0.25    0.00    0.00    0.00   71.50
01:59:01 PM  all   15.03    0.00    4.30   10.48    0.00    0.17    0.00    0.00    0.00   70.02
01:59:02 PM  all   13.75    0.00    3.84   10.25    0.00    0.09    0.00    0.00    0.00   72.08
01:59:03 PM  all   13.17    0.00    3.85   10.01    0.00    0.26    0.00    0.00    0.00   72.71
01:59:04 PM  all   15.51    0.00    3.94   10.80    0.00    0.17    0.00    0.00    0.00   69.58
01:59:05 PM  all   14.35    0.00    3.84   10.33    0.00    0.17    0.00    0.00    0.00   71.31
01:59:06 PM  all   18.50    0.00    4.01   10.06    0.00    0.09    0.00    0.00    0.00   67.35
01:59:07 PM  all   13.60    0.00    4.19    9.41    0.00    0.26    0.00    0.00    0.00   72.54
01:59:08 PM  all   15.53    0.00    4.10   10.75    0.00    0.09    0.00    0.00    0.00   69.54
01:59:09 PM  all   15.27    0.00    4.03   11.23    0.00    0.09    0.00    0.00    0.00   69.38
01:59:10 PM  all   15.30    0.00    3.59   10.77    0.00    0.17    0.00    0.00    0.00   70.17
01:59:11 PM  all   15.43    0.00    4.01   10.66    0.00    0.26    0.00    0.00    0.00   69.65
01:59:12 PM  all   14.78    0.00    4.21   10.31    0.00    0.17    0.00    0.00    0.00   70.53
01:59:13 PM  all   14.48    0.00    3.41   10.31    0.00    0.26    0.00    0.00    0.00   71.55
01:59:14 PM  all   14.53    0.00    3.61   10.06    0.00    0.09    0.00    0.00    0.00   71.71
01:59:15 PM  all   15.10    0.00    3.80   10.53    0.00    0.09    0.00    0.00    0.00   70.49
01:59:16 PM  all   13.42    0.00    3.40    9.94    0.00    0.34    0.00    0.00    0.00   72.90
01:59:17 PM  all   13.43    0.00    3.51   10.09    0.00    0.26    0.00    0.00    0.00   72.71
01:59:18 PM  all   18.85    0.00    4.03    9.68    0.00    0.17    0.00    0.00    0.00   67.27
01:59:19 PM  all   16.09    0.00    3.98   10.84    0.00    0.08    0.00    0.00    0.00   69.01
01:59:20 PM  all   13.31    0.00    3.92    9.98    0.00    0.17    0.00    0.00    0.00   72.61
01:59:21 PM  all   13.12    0.00    3.24   10.31    0.00    0.26    0.00    0.00    0.00   73.08
01:59:22 PM  all   13.49    0.00    4.01   10.16    0.00    0.17    0.00    0.00    0.00   72.16
01:59:23 PM  all   16.15    0.00    3.78   11.08    0.00    0.09    0.00    0.00    0.00   68.90
01:59:24 PM  all   17.48    0.00    3.92   10.57    0.00    0.17    0.00    0.00    0.00   67.86
01:59:25 PM  all   14.01    0.00    3.84    9.65    0.00    0.09    0.00    0.00    0.00   72.42
01:59:26 PM  all   13.14    0.00    4.01    9.81    0.00    0.17    0.00    0.00    0.00   72.87
01:59:27 PM  all   14.31    0.00    3.36   10.78    0.00    0.17    0.00    0.00    0.00   71.38
01:59:28 PM  all   13.18    0.00    3.57   10.37    0.00    0.09    0.00    0.00    0.00   72.79
01:59:29 PM  all   16.94    0.00    4.36    9.41    0.00    0.26    0.00    0.00    0.00   69.03
01:59:30 PM  all   16.34    0.00    3.68   10.44    0.00    0.09    0.00    0.00    0.00   69.46
01:59:31 PM  all   15.71    0.00    4.29   10.73    0.00    0.17    0.00    0.00    0.00   69.10
01:59:32 PM  all   14.68    0.00    3.95   10.64    0.00    0.09    0.00    0.00    0.00   70.64
01:59:33 PM  all   16.35    0.00    4.28   10.53    0.00    0.09    0.00    0.00    0.00   68.75
01:59:34 PM  all   15.81    0.00    3.44   10.40    0.00    0.17    0.00    0.00    0.00   70.19
01:59:35 PM  all   15.02    0.00    4.27    9.90    0.00    0.26    0.00    0.00    0.00   70.56
01:59:36 PM  all   15.82    0.00    4.06    9.64    0.00    0.08    0.00    0.00    0.00   70.39
01:59:37 PM  all   16.32    0.00    4.32   10.62    0.00    0.26    0.00    0.00    0.00   68.48
01:59:38 PM  all   15.65    0.00    4.04   10.40    0.00    0.17    0.00    0.00    0.00   69.73
01:59:39 PM  all   16.61    0.00    4.54   10.96    0.00    0.09    0.00    0.00    0.00   67.81
01:59:40 PM  all   14.87    0.00    3.59   10.00    0.00    0.26    0.00    0.00    0.00   71.28
01:59:41 PM  all   18.87    0.00    4.44    9.39    0.00    0.26    0.00    0.00    0.00   67.04
01:59:42 PM  all   16.28    0.00    4.11   10.45    0.00    0.17    0.00    0.00    0.00   68.98
01:59:43 PM  all   16.78    0.00    3.87   10.41    0.00    0.17    0.00    0.00    0.00   68.76
01:59:44 PM  all   17.84    0.00    4.40   10.52    0.00    0.09    0.00    0.00    0.00   67.16
01:59:45 PM  all   14.13    0.00    3.57    9.45    0.00    0.26    0.00    0.00    0.00   72.60
01:59:46 PM  all   15.29    0.00    3.95   10.65    0.00    0.26    0.00    0.00    0.00   69.85
01:59:47 PM  all   15.54    0.00    3.95   10.73    0.00    0.09    0.00    0.00    0.00   69.70
01:59:48 PM  all   18.56    0.00    5.07    9.88    0.00    0.26    0.00    0.00    0.00   66.24
01:59:49 PM  all   14.40    0.00    3.66   10.14    0.00    0.26    0.00    0.00    0.00   71.55
01:59:50 PM  all   13.54    0.00    3.86   10.20    0.00    0.17    0.00    0.00    0.00   72.24
01:59:51 PM  all   16.87    0.00    3.68   10.27    0.00    0.09    0.00    0.00    0.00   69.09
01:59:52 PM  all   12.23    0.00    3.62   10.77    0.00    0.26    0.00    0.00    0.00   73.13
01:59:53 PM  all   14.76    0.00    3.75   10.15    0.00    0.17    0.00    0.00    0.00   71.16
01:59:54 PM  all   14.31    0.00    4.03   10.11    0.00    0.17    0.00    0.00    0.00   71.38
01:59:55 PM  all   14.65    0.00    3.68    9.94    0.00    0.26    0.00    0.00    0.00   71.47
01:59:56 PM  all   18.16    0.00    4.56   10.33    0.00    0.34    0.00    0.00    0.00   66.61
01:59:57 PM  all   14.03    0.00    4.45    9.84    0.00    0.51    0.00    0.00    0.00   71.17
01:59:58 PM  all   14.05    0.00    3.86   10.63    0.00    0.34    0.00    0.00    0.00   71.12
01:59:59 PM  all   16.50    0.00    3.76   10.00    0.00    0.26    0.00    0.00    0.00   69.49
02:00:00 PM  all   15.21    0.00    4.02   10.77    0.00    0.17    0.00    0.00    0.00   69.83
02:00:01 PM  all   16.44    0.00    4.45   10.02    0.00    0.09    0.00    0.00    0.00   69.01
02:00:02 PM  all   14.92    0.00    3.39   11.69    0.00    0.42    0.00    0.00    0.00   69.58
02:00:03 PM  all   18.73    0.00    4.38    9.62    0.00    0.17    0.00    0.00    0.00   67.10
02:00:04 PM  all   16.58    0.00    4.10   10.17    0.00    0.09    0.00    0.00    0.00   69.06
02:00:05 PM  all   16.25    0.00    4.19   10.09    0.00    0.09    0.00    0.00    0.00   69.38
02:00:06 PM  all   16.18    0.00    4.17    9.71    0.00    0.09    0.00    0.00    0.00   69.85
02:00:07 PM  all   14.27    0.00    4.02   10.17    0.00    0.26    0.00    0.00    0.00   71.28
02:00:08 PM  all   16.05    0.00    3.61   10.21    0.00    0.09    0.00    0.00    0.00   70.04
02:00:09 PM  all   16.87    0.00    4.22    9.72    0.00    0.17    0.00    0.00    0.00   69.02
02:00:10 PM  all   17.89    0.00    4.17   10.48    0.00    0.09    0.00    0.00    0.00   67.38
02:00:11 PM  all   17.08    0.00    4.10   10.33    0.00    0.17    0.00    0.00    0.00   68.32
02:00:12 PM  all   10.58    0.00    3.22   10.41    0.00    0.42    0.00    0.00    0.00   75.36
02:00:13 PM  all   10.98    0.00    3.49   10.98    0.00    0.26    0.00    0.00    0.00   74.30
02:00:14 PM  all    9.74    0.00    2.79    9.91    0.00    0.59    0.00    0.00    0.00   76.97
02:00:15 PM  all   11.28    0.00    3.82   10.43    0.00    0.51    0.00    0.00    0.00   73.96
02:00:16 PM  all    7.59    0.00    3.12   10.63    0.00    0.51    0.00    0.00    0.00   78.14
02:00:17 PM  all    7.71    0.00    2.71   10.16    0.00    0.34    0.00    0.00    0.00   79.09
02:00:18 PM  all    6.62    0.00    3.99   10.43    0.00    0.34    0.00    0.00    0.00   78.63
02:00:19 PM  all    9.20    0.00    3.21   10.72    0.00    0.42    0.00    0.00    0.00   76.46
02:00:20 PM  all    9.53    0.00    2.98   11.32    0.00    0.51    0.00    0.00    0.00   75.66
02:00:21 PM  all    8.19    0.00    2.95   11.73    0.00    0.34    0.00    0.00    0.00   76.79
02:00:22 PM  all    7.28    0.00    2.71   10.41    0.00    0.59    0.00    0.00    0.00   79.00
02:00:23 PM  all   10.02    0.00    2.72   11.12    0.00    0.51    0.00    0.00    0.00   75.64
02:00:24 PM  all    9.00    0.00    3.06   10.70    0.00    0.34    0.00    0.00    0.00   76.91
02:00:25 PM  all    7.29    0.00    2.54   11.87    0.00    0.42    0.00    0.00    0.00   77.86
02:00:26 PM  all   12.51    0.00    3.15   12.00    0.00    0.43    0.00    0.00    0.00   71.91
02:00:27 PM  all    6.99    0.00    2.53   11.12    0.00    0.34    0.00    0.00    0.00   79.02
02:00:28 PM  all    5.99    0.00    3.04   10.55    0.00    0.34    0.00    0.00    0.00   80.08
02:00:29 PM  all    9.53    0.00    2.70   11.64    0.00    0.59    0.00    0.00    0.00   75.55
02:00:30 PM  all    8.94    0.00    2.89   12.09    0.00    0.43    0.00    0.00    0.00   75.66
02:00:31 PM  all    8.77    0.00    2.64   11.93    0.00    0.26    0.00    0.00    0.00   76.41
02:00:32 PM  all    9.31    0.00    3.05   11.35    0.00    0.25    0.00    0.00    0.00   76.04
02:00:33 PM  all   10.25    0.00    2.65   11.96    0.00    0.34    0.00    0.00    0.00   74.81
02:00:34 PM  all    7.86    0.00    2.96   10.65    0.00    0.42    0.00    0.00    0.00   78.11
02:00:35 PM  all    7.32    0.00    2.47   10.64    0.00    0.60    0.00    0.00    0.00   78.98
02:00:36 PM  all    6.16    0.00    2.45   10.30    0.00    0.25    0.00    0.00    0.00   80.84
02:00:37 PM  all   11.47    0.00    2.89   11.05    0.00    0.34    0.00    0.00    0.00   74.26
02:00:38 PM  all   11.29    0.00    3.14   11.46    0.00    0.34    0.00    0.00    0.00   73.77
02:00:39 PM  all   11.18    0.00    3.41   10.75    0.00    0.17    0.00    0.00    0.00   74.49
