Linux 6.8.0-49-generic (samoy-pc) 	 	_x86_64_	(12 CPU)

08:59:11 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:02:45 AM  all    8.43    0.00    5.45   11.24    0.00    0.00    0.00    0.00    0.00   74.87
09:02:46 AM  all    8.39    0.00    3.47   11.27    0.00    0.08    0.00    0.00    0.00   76.78
09:02:47 AM  all    7.49    0.00    3.32   11.32    0.00    0.09    0.00    0.00    0.00   77.79
09:02:48 AM  all    8.67    0.00    3.40   11.55    0.00    0.00    0.00    0.00    0.00   76.38
09:02:49 AM  all    8.99    0.00    3.82   12.89    0.00    0.08    0.00    0.00    0.00   74.22
09:02:50 AM  all    7.43    0.00    3.25   11.53    0.00    0.09    0.00    0.00    0.00   77.71
09:02:51 AM  all    6.82    0.00    3.96   11.78    0.00    0.08    0.00    0.00    0.00   77.36
09:02:52 AM  all    7.86    0.00    3.33   11.70    0.00    0.00    0.00    0.00    0.00   77.11
09:02:53 AM  all    7.42    0.00    3.79   11.64    0.00    0.00    0.00    0.00    0.00   77.15
09:02:54 AM  all    9.62    0.00    4.34   12.77    0.00    0.09    0.00    0.00    0.00   73.19
09:02:55 AM  all    7.46    0.00    3.39   10.86    0.00    0.00    0.00    0.00    0.00   78.29
09:02:56 AM  all    7.56    0.00    3.48   12.23    0.00    0.00    0.00    0.00    0.00   76.72
09:02:57 AM  all    4.22    0.00    2.45   10.63    0.00    0.00    0.00    0.00    0.00   82.70
09:02:58 AM  all    7.08    0.00    3.84   12.11    0.00    0.00    0.00    0.00    0.00   76.98
09:02:59 AM  all    7.01    0.00    3.50   12.39    0.00    0.00    0.00    0.00    0.00   77.09
09:03:00 AM  all    3.39    0.00    1.95   12.02    0.00    0.00    0.00    0.00    0.00   82.64
09:03:01 AM  all    4.30    0.00    1.94   11.14    0.00    0.08    0.00    0.00    0.00   82.53
09:03:02 AM  all    5.42    0.00    3.05   12.70    0.00    0.08    0.00    0.00    0.00   78.75
09:03:03 AM  all    4.51    0.00    2.21   12.84    0.00    0.00    0.00    0.00    0.00   80.44
09:03:04 AM  all    4.68    0.00    2.47   10.55    0.00    0.00    0.00    0.00    0.00   82.30
09:03:05 AM  all   10.34    0.00    3.36   11.51    0.00    0.08    0.00    0.00    0.00   74.71
09:03:06 AM  all    5.74    0.00    2.49   12.25    0.00    0.09    0.00    0.00    0.00   79.43
09:03:07 AM  all    6.04    0.00    2.64   11.74    0.00    0.00    0.00    0.00    0.00   79.57
09:03:08 AM  all    7.27    0.00    2.79   10.31    0.00    0.00    0.00    0.00    0.00   79.63
09:03:09 AM  all    7.29    0.00    2.71   12.47    0.00    0.00    0.00    0.00    0.00   77.52
09:03:10 AM  all    3.97    0.00    2.11   12.60    0.00    0.00    0.00    0.00    0.00   81.32
09:03:11 AM  all    4.14    0.00    3.04   11.73    0.00    0.08    0.00    0.00    0.00   81.01
09:03:12 AM  all    7.82    0.00    2.80   12.32    0.00    0.00    0.00    0.00    0.00   77.06
09:03:13 AM  all    7.91    0.00    3.74   12.16    0.00    0.00    0.00    0.00    0.00   76.19
09:03:14 AM  all    9.67    0.00    3.82   10.69    0.00    0.00    0.00    0.00    0.00   75.83
09:03:15 AM  all    6.64    0.00    3.28   12.02    0.00    0.08    0.00    0.00    0.00   77.98
09:03:16 AM  all    4.93    0.00    2.47   12.16    0.00    0.00    0.00    0.00    0.00   80.44
09:03:17 AM  all   13.38    0.00    3.84   12.70    0.00    0.00    0.00    0.00    0.00   70.08
09:03:18 AM  all    3.54    0.00    2.36   10.89    0.00    0.08    0.00    0.00    0.00   83.12
09:03:19 AM  all    4.89    0.00    2.45   13.92    0.00    0.08    0.00    0.00    0.00   78.65
09:03:20 AM  all    4.16    0.00    1.87   11.97    0.00    0.00    0.00    0.00    0.00   82.00
09:03:21 AM  all    4.89    0.00    2.36   11.21    0.00    0.00    0.00    0.00    0.00   81.53
09:03:22 AM  all    9.19    0.00    3.63   10.79    0.00    0.00    0.00    0.00    0.00   76.39
09:03:23 AM  all    5.09    0.00    2.71   12.47    0.00    0.00    0.00    0.00    0.00   79.73
09:03:24 AM  all    4.39    0.00    2.36   12.08    0.00    0.00    0.00    0.00    0.00   81.17
09:03:25 AM  all    5.08    0.00    3.22   11.60    0.00    0.00    0.00    0.00    0.00   80.10
