Linux 6.8.0-49-generic (samoy-pc) 	12/10/2024 	_x86_64_	(12 CPU)

07:51:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:52:19 AM  all   22.79    0.00   11.01   10.83    0.00    0.00    0.00    0.00    0.00   55.37
07:52:20 AM  all   22.05    0.00   11.54   11.45    0.00    0.00    0.00    0.00    0.00   54.96
07:52:21 AM  all   25.87    0.00   11.02   10.85    0.00    0.00    0.00    0.00    0.00   52.26
07:52:22 AM  all   22.40    0.00   10.99   11.16    0.00    0.00    0.00    0.00    0.00   55.45
07:52:23 AM  all   22.19    0.09   10.45   11.65    0.00    0.00    0.00    0.00    0.00   55.61
07:52:24 AM  all   25.06    0.00    9.73   11.28    0.00    0.09    0.00    0.00    0.00   53.83
07:52:25 AM  all   21.58    0.00   10.75   11.01    0.00    0.00    0.00    0.00    0.00   56.66
07:52:26 AM  all   22.77    0.00   11.00   11.68    0.00    0.00    0.00    0.00    0.00   54.55
07:52:27 AM  all   25.56    0.00   10.10   11.40    0.00    0.00    0.00    0.00    0.00   52.94
07:52:28 AM  all   21.08    0.09   11.40   11.57    0.00    0.00    0.00    0.00    0.00   55.87
07:52:29 AM  all   21.59    0.00    9.64   11.52    0.00    0.00    0.00    0.00    0.00   57.25
07:52:30 AM  all   26.06    0.00   10.87   11.39    0.00    0.00    0.00    0.00    0.00   51.68
07:52:31 AM  all   22.16    0.00   10.86   11.21    0.00    0.00    0.00    0.00    0.00   55.78
07:52:32 AM  all   22.05    0.00   10.59   11.54    0.00    0.00    0.00    0.00    0.00   55.81
07:52:33 AM  all   25.39    0.00   10.29   11.49    0.00    0.17    0.00    0.00    0.00   52.66
07:52:34 AM  all   22.14    0.09   10.94   10.94    0.00    0.00    0.00    0.00    0.00   55.90
07:52:35 AM  all   22.89    0.00   10.76   11.27    0.00    0.00    0.00    0.00    0.00   55.08
07:52:36 AM  all   29.42    0.00   10.53   10.09    0.00    0.00    0.00    0.00    0.00   49.96
07:52:37 AM  all   21.99    0.00   11.25   11.60    0.00    0.09    0.00    0.00    0.00   55.07
07:52:38 AM  all   23.43    0.00   10.21   11.16    0.00    0.00    0.00    0.00    0.00   55.19
07:52:39 AM  all   27.81    0.00    9.67   10.45    0.00    0.00    0.00    0.00    0.00   52.07
07:52:40 AM  all   22.03    0.00   10.67   11.27    0.00    0.00    0.00    0.00    0.00   56.02
07:52:41 AM  all   26.55    0.09   12.07   10.52    0.00    0.00    0.00    0.00    0.00   50.78
07:52:42 AM  all   27.47    0.00   10.64   10.64    0.00    0.09    0.00    0.00    0.00   51.16
07:52:43 AM  all   26.96    0.00   11.97   10.68    0.00    0.00    0.00    0.00    0.00   50.39
07:52:44 AM  all   26.79    0.00    8.56   10.80    0.00    0.09    0.00    0.00    0.00   53.76
07:52:45 AM  all   24.12    0.00   10.44   11.12    0.00    0.00    0.00    0.00    0.00   54.32
07:52:46 AM  all   20.59    0.00   10.42   11.63    0.00    0.00    0.00    0.00    0.00   57.36
07:52:47 AM  all   24.76    0.00    9.20   11.18    0.00    0.00    0.00    0.00    0.00   54.86
07:52:48 AM  all   25.24    0.00   10.29   10.89    0.00    0.00    0.00    0.00    0.00   53.59
07:52:49 AM  all   22.06    0.00   11.24   11.50    0.00    0.00    0.00    0.00    0.00   55.19
07:52:50 AM  all   24.98    0.09   11.67   10.63    0.00    0.00    0.00    0.00    0.00   52.64
07:52:51 AM  all   27.48    0.00   10.72   10.29    0.00    0.00    0.00    0.00    0.00   51.51
07:52:52 AM  all   22.66    0.00    9.46   11.20    0.00    0.00    0.00    0.00    0.00   56.68
07:52:53 AM  all   27.33    0.00   10.34   10.52    0.00    0.00    0.00    0.00    0.00   51.81
07:52:54 AM  all   25.95    0.00   11.94   11.76    0.00    0.00    0.00    0.00    0.00   50.35
07:52:55 AM  all   22.74    0.00   10.77   10.59    0.00    0.09    0.00    0.00    0.00   55.81
07:52:56 AM  all   27.16    0.00    9.00   10.55    0.00    0.09    0.00    0.00    0.00   53.20
07:52:57 AM  all   25.22    0.00   11.19   10.50    0.00    0.00    0.00    0.00    0.00   53.10
07:52:58 AM  all   17.19    0.00    6.25   11.20    0.00    0.09    0.00    0.00    0.00   65.28
07:52:59 AM  all   12.46    0.00    3.75   11.67    0.00    0.00    0.00    0.00    0.00   72.13
07:53:00 AM  all   13.18    0.09    3.64   11.80    0.00    0.00    0.00    0.00    0.00   71.29
07:53:01 AM  all   13.18    0.00    4.42   11.54    0.00    0.00    0.00    0.00    0.00   70.86
07:53:02 AM  all   13.01    0.00    3.79   12.14    0.00    0.00    0.00    0.00    0.00   71.06
07:53:03 AM  all   14.93    0.00    4.75   11.73    0.00    0.00    0.00    0.00    0.00   68.59
07:53:04 AM  all   18.66    0.00    4.34   10.94    0.00    0.00    0.00    0.00    0.00   66.06
07:53:05 AM  all   15.85    0.09    6.03   11.28    0.00    0.00    0.00    0.00    0.00   66.75
07:53:06 AM  all   17.13    0.00    5.94   11.53    0.00    0.00    0.00    0.00    0.00   65.40
07:53:07 AM  all   21.42    0.09    5.27   10.88    0.00    0.00    0.00    0.00    0.00   62.35
07:53:08 AM  all   17.18    0.00    4.75   10.97    0.00    0.17    0.00    0.00    0.00   66.93
07:53:09 AM  all   22.08    0.09    5.37   10.22    0.00    0.00    0.00    0.00    0.00   62.25
07:53:10 AM  all   17.69    0.00    4.49   10.96    0.00    0.00    0.00    0.00    0.00   66.87
07:53:11 AM  all   12.05    0.00    3.36   12.05    0.00    0.09    0.00    0.00    0.00   72.46
07:53:12 AM  all   15.71    0.00    3.82   11.11    0.00    0.00    0.00    0.00    0.00   69.36
07:53:13 AM  all   14.16    0.00    3.86   11.85    0.00    0.00    0.00    0.00    0.00   70.13
07:53:14 AM  all   12.04    0.09    3.18   12.04    0.00    0.09    0.00    0.00    0.00   72.57
07:53:15 AM  all   15.87    0.00    7.29   11.36    0.00    0.00    0.00    0.00    0.00   65.48
07:53:16 AM  all   13.16    0.00    3.64   11.43    0.00    0.00    0.00    0.00    0.00   71.77
07:53:17 AM  all   14.21    0.00    3.81   11.44    0.00    0.00    0.00    0.00    0.00   70.54
07:53:18 AM  all   13.28    0.00    4.14   11.55    0.00    0.00    0.00    0.00    0.00   71.03
07:53:19 AM  all   12.47    0.00    3.27   11.87    0.00    0.17    0.00    0.00    0.00   72.23
07:53:20 AM  all   15.38    0.00    3.98   11.67    0.00    0.00    0.00    0.00    0.00   68.97
07:53:21 AM  all   13.93    0.00    3.44   11.95    0.00    0.09    0.00    0.00    0.00   70.59
07:53:22 AM  all   14.83    0.00    3.32   11.43    0.00    0.00    0.00    0.00    0.00   70.42
07:53:23 AM  all   17.27    0.00    4.51   11.11    0.00    0.00    0.00    0.00    0.00   67.10
07:53:24 AM  all   11.75    0.09    3.77   11.92    0.00    0.00    0.00    0.00    0.00   72.47
07:53:25 AM  all   12.32    0.00    3.62   11.80    0.00    0.09    0.00    0.00    0.00   72.18
07:53:26 AM  all   12.93    0.00    3.58   11.27    0.00    0.00    0.00    0.00    0.00   72.23
07:53:27 AM  all   13.21    0.09    3.11   11.83    0.00    0.00    0.00    0.00    0.00   71.76
07:53:28 AM  all   12.93    0.00    3.47   11.55    0.00    0.00    0.00    0.00    0.00   72.05
07:53:29 AM  all   13.00    0.09    3.55   11.87    0.00    0.00    0.00    0.00    0.00   71.49
07:53:30 AM  all   12.58    0.00    3.19   11.54    0.00    0.09    0.00    0.00    0.00   72.61
07:53:31 AM  all   12.76    0.00    3.28   11.64    0.00    0.00    0.00    0.00    0.00   72.33
07:53:32 AM  all   22.58    0.00    9.43   10.47    0.00    0.00    0.00    0.00    0.00   57.53
07:53:33 AM  all   30.52    0.00    9.63    9.80    0.00    0.09    0.00    0.00    0.00   49.96
07:53:34 AM  all   30.43    0.00   10.00    9.91    0.00    0.00    0.00    0.00    0.00   49.66
07:53:35 AM  all   26.06    0.00    9.92   10.27    0.00    0.00    0.00    0.00    0.00   53.75
07:53:36 AM  all   30.54    0.00    8.22    9.86    0.00    0.00    0.00    0.00    0.00   51.38
07:53:37 AM  all   23.55    0.00   10.53   10.44    0.00    0.00    0.00    0.00    0.00   55.48
07:53:38 AM  all   24.50    0.00    7.59   10.87    0.00    0.00    0.00    0.00    0.00   57.03
07:53:39 AM  all   28.20    0.09    9.80   10.23    0.00    0.00    0.00    0.00    0.00   51.68
07:53:40 AM  all   24.16    0.00    9.23   10.96    0.00    0.00    0.00    0.00    0.00   55.65
07:53:41 AM  all   23.99    0.00    9.40   10.87    0.00    0.00    0.00    0.00    0.00   55.74
07:53:42 AM  all   29.57    0.00    9.91   10.26    0.00    0.09    0.00    0.00    0.00   50.17
07:53:43 AM  all   24.70    0.00    8.78   10.59    0.00    0.00    0.00    0.00    0.00   55.94
07:53:44 AM  all   24.72    0.00    8.70   10.42    0.00    0.17    0.00    0.00    0.00   55.99
07:53:45 AM  all   28.06    0.00    9.64   10.08    0.00    0.00    0.00    0.00    0.00   52.22
07:53:46 AM  all   21.43    0.00    8.54   10.89    0.00    0.00    0.00    0.00    0.00   59.15
07:53:47 AM  all   29.56    0.00   10.29    9.77    0.00    0.00    0.00    0.00    0.00   50.39
07:53:48 AM  all   25.11    0.09   10.23   10.66    0.00    0.00    0.00    0.00    0.00   53.91
07:53:49 AM  all   25.74    0.00    9.79   10.40    0.00    0.00    0.00    0.00    0.00   54.07
07:53:50 AM  all   20.35    0.00    7.39   10.78    0.00    0.09    0.00    0.00    0.00   61.39
07:53:51 AM  all   16.72    0.09    4.70   10.98    0.00    0.09    0.00    0.00    0.00   67.42
07:53:52 AM  all   17.27    0.00    6.08   10.50    0.00    0.00    0.00    0.00    0.00   66.15
07:53:53 AM  all   14.29    0.00    4.30   11.36    0.00    0.00    0.00    0.00    0.00   70.05
07:53:54 AM  all   11.52    0.09    3.01   11.95    0.00    0.09    0.00    0.00    0.00   73.34
07:53:55 AM  all   11.58    0.00    3.37   11.75    0.00    0.00    0.00    0.00    0.00   73.29
07:53:56 AM  all   11.69    0.00    3.35   11.78    0.00    0.00    0.00    0.00    0.00   73.17
07:53:57 AM  all   11.46    0.00    2.86   11.72    0.00    0.00    0.00    0.00    0.00   73.96
07:53:58 AM  all   14.35    0.00    3.95   11.25    0.00    0.00    0.00    0.00    0.00   70.45
07:53:59 AM  all   14.32    0.00    3.28   11.56    0.00    0.09    0.00    0.00    0.00   70.75
07:54:00 AM  all   11.48    0.00    3.36   11.99    0.00    0.00    0.00    0.00    0.00   73.17
07:54:01 AM  all   11.96    0.00    3.18   11.79    0.00    0.00    0.00    0.00    0.00   73.06
07:54:02 AM  all   12.50    0.00    3.36   11.47    0.00    0.00    0.00    0.00    0.00   72.67
07:54:03 AM  all   12.33    0.09    3.45   11.21    0.00    0.00    0.00    0.00    0.00   72.93
07:54:04 AM  all   17.39    0.00    4.93   10.81    0.00    0.00    0.00    0.00    0.00   66.87
07:54:05 AM  all   14.15    0.00    3.88   11.39    0.00    0.00    0.00    0.00    0.00   70.58
07:54:06 AM  all   14.52    0.00    4.41   10.89    0.00    0.00    0.00    0.00    0.00   70.18
07:54:07 AM  all   19.22    0.00    5.22   10.52    0.00    0.17    0.00    0.00    0.00   64.87
07:54:08 AM  all   13.19    0.00    3.88   11.64    0.00    0.00    0.00    0.00    0.00   71.29
